1,68
1,69
1,61
1,68
1,58
1,64
1,63
1,24
1,61
1,65
1,42
1,60
1,37
1,26
1,59
1,58
1,23
1,14
1,42
1,25
1,14
1,16
1,25
1,43
1,43
1,37
1,9
1,8
1,44
1,52
1,47
1,30
1,46
1,30
1,32
1,77
1,31
1,49
1,74
1,30
1,27
1,27
1,57
1,76
1,64
1,90
1,42
1,37
1,101
1,53
2,78
2,52
2,39
2,35
2,33
2,98
2,40
2,42
2,29
2,24
2,45
2,28
2,46
2,43
2,64
2,79
2,30
2,52
2,24
2,35
2,43
2,25
2,26
2,49
2,39
2,60
2,16
2,23
2,54
2,13
2,40
2,21
2,36
2,19
2,29
2,13
2,17
2,16
2,43
2,32
2,69
2,26
2,45
2,25
2,40
2,25
2,54
2,41
2,45
2,43
3,67
3,81
3,37
3,64
3,70
3,56
3,114
3,20
3,45
3,64
3,30
3,51
3,30
3,20
3,20
3,34
3,31
3,29
3,30
3,24
3,69
3,21
3,47
3,29
3,69
3,70
3,47
3,70
3,70
3,29
3,75
3,29
3,78
3,63
3,28
3,58
3,30
3,58
3,30
3,25
3,25
3,25
3,25
3,47
3,70
3,70
3,29
3,25
3,45
3,25
3,68
3,25
3,33
3,34
3,45
3,71
3,68
3,45
3,25
3,38
3,38
3,35
3,26
3,78
3,29
3,35
3,56
3,29
3,78
3,39
3,45
3,26
3,29
3,78
3,56
3,79
3,35
3,33
3,22
3,22
3,60
3,43
3,28
3,51
3,28
3,60
3,60
3,70
3,28
3,43
3,59
3,60
3,31
3,34
3,28
3,70
3,51
3,32
3,66
3,35
3,32
3,60
3,26
3,32
3,25
3,55
3,25
3,59
3,27
3,23
3,55
3,27
3,59
3,55
3,65
3,34
3,52
3,63
3,35
3,52
3,36
3,52
3,26
3,49
3,27
3,35
3,56
3,55
3,31
3,58
3,38
3,48
3,31
3,33
3,55
3,31
3,55
3,38
3,58
3,31
3,31
3,59
3,31
3,31
3,24
3,33
3,33
3,24
3,60
3,52
3,46
3,60
3,32
3,46
3,32
3,26
3,46
3,60
3,31
3,31
3,31
3,56
3,46
3,46
3,25
3,41
3,68
3,61
3,27
3,25
3,55
3,43
3,59
3,27
3,68
3,37
3,26
3,42
3,31
3,63
3,28
3,54
3,28
3,34
3,26
3,66
3,60
3,64
3,63
3,37
3,59
3,26
3,56
3,31
3,42
3,40
3,47
3,56
3,56
3,56
3,40
3,40
3,31
3,28
3,36
3,52
3,46
3,39
3,34
3,52
3,46
3,58
3,34
3,59
3,34
3,52
3,27
3,59
3,38
3,37
3,29
3,52
3,39
3,42
3,30
3,30
3,52
3,61
3,42
3,37
3,37
3,36
3,69
3,31
3,31
3,25
3,69
3,38
3,48
3,31
3,43
3,32
3,59
3,59
3,34
3,25
3,43
3,35
3,70
3,48
3,22
3,35
3,64
3,22
3,73
3,35
3,73
3,48
3,35
3,73
3,64
3,33
3,70
3,37
3,77
3,61
3,30
3,61
3,35
3,37
3,77
3,83
3,106
3,83
3,89
3,22
3,38
3,57
3,129
3,45
3,126
3,67
3,116
3,67
3,33
3,101
3,45
3,45
3,68
3,50
3,45
3,30
3,83
3,83
3,26
3,104
3,93
3,78
3,35
3,97
0
