1,126
1,138
1,118
1,238
1,116
1,180
1,198
1,64
1,58
1,102
1,46
1,56
1,68
1,52
1,54
1,124
1,64
1,112
1,132
1,180
1,164
1,146
1,148
1,126
1,182
1,224
1,168
1,142
1,156
1,214
1,126
1,202
1,178
1,196
1,96
1,96
1,50
1,76
1,54
1,52
1,122
1,94
1,162
1,72
1,74
1,88
1,138
1,166
1,112
1,118
2,159
2,72
2,198
2,84
2,106
2,75
2,56
2,44
2,31
2,64
2,180
2,137
2,33
2,184
2,22
2,34
2,225
2,128
2,31
2,36
2,83
2,27
2,142
2,22
2,27
2,44
2,36
2,28
2,30
2,147
2,140
2,23
2,106
2,116
2,20
2,50
2,28
2,19
2,44
2,48
2,33
2,161
2,137
2,34
2,75
2,159
2,45
2,48
2,52
2,33
3,43
3,43
3,32
3,147
3,142
3,153
3,44
3,52
3,122
3,52
3,44
3,27
3,58
3,58
3,27
3,43
3,43
3,33
3,164
3,27
3,27
3,47
3,43
3,43
3,19
3,44
3,142
3,131
3,57
3,51
3,43
3,44
3,40
3,44
3,51
3,21
3,54
3,40
3,168
3,44
3,44
3,41
3,25
3,46
3,44
3,46
3,145
3,88
3,158
3,54
3,43
3,153
3,54
3,33
3,41
3,33
3,43
3,24
3,57
3,43
3,147
3,30
3,52
3,33
3,47
3,27
3,81
3,33
3,52
3,19
3,30
3,52
3,52
3,44
3,49
3,33
3,40
3,58
3,52
3,46
3,73
3,60
3,49
3,123
3,44
3,49
3,19
3,40
3,87
3,131
3,33
3,198
3,150
3,28
3,123
3,22
3,49
3,44
3,46
3,30
3,44
3,36
3,44
3,52
3,24
3,43
3,158
3,49
3,82
3,84
3,123
3,35
3,54
3,27
3,22
3,88
3,57
3,19
3,47
3,25
3,38
3,28
3,32
3,25
3,52
3,14
3,52
3,21
3,81
3,21
3,36
3,14
3,58
3,43
3,32
3,60
3,40
3,55
3,30
3,21
3,36
3,60
3,36
3,30
3,177
3,19
3,21
3,60
3,21
3,49
3,51
3,57
3,52
3,25
3,47
3,84
3,16
3,22
3,63
3,73
3,115
3,52
3,13
3,60
3,21
3,21
3,32
3,17
3,51
3,100
3,22
3,24
3,77
3,16
3,201
3,62
3,17
3,17
3,30
3,36
3,213
3,24
3,46
3,215
3,62
3,40
3,43
3,38
3,21
3,44
3,54
3,21
3,47
3,41
3,41
3,38
3,96
3,43
3,112
3,58
3,130
3,44
3,35
3,68
3,130
3,84
3,38
3,70
3,55
3,168
3,32
3,47
3,92
3,22
3,191
3,85
3,19
3,52
3,19
3,54
3,51
3,36
3,22
3,41
3,92
3,51
3,46
3,51
3,46
3,36
3,46
3,19
3,38
3,232
3,164
3,65
3,52
3,32
3,52
3,54
3,21
3,38
3,79
3,49
3,216
3,43
3,255
3,52
3,21
3,14
3,32
3,21
3,54
3,242
3,57
3,38
3,35
3,41
3,46
3,46
3,25
3,77
3,21
3,247
3,38
3,51
3,33
3,38
3,44
3,22
3,255
3,51
3,160
3,40
3,28
3,40
3,202
3,33
3,33
3,179
3,28
3,76
3,213
3,35
3,33
3,27
3,255
3,36
3,71
3,38
3,134
3,25
3,51
3,60
3,101
3,84
3,58
3,84
3,255
3,126
3
