1,114
1,110
1,111
1,96
1,106
1,113
1,115
1,112
1,78
1,83
1,58
1,93
1,112
1,115
1,111
1,100
1,118
1,92
1,121
1,62
1,52
1,95
1,63
1,114
1,94
1,121
1,69
1,92
1,119
1,124
1,105
1,118
1,93
1,71
1,133
1,129
1,97
1,67
1,77
1,95
1,104
1,58
1,108
1,95
1,129
1,105
1,78
1,126
1,113
1,124
2,141
2,123
2,121
2,124
2,129
2,123
2,126
2,119
2,119
2,129
2,91
2,129
2,107
2,70
2,134
2,134
2,86
2,86
2,90
2,118
2,101
2,119
2,99
2,151
2,132
2,55
2,121
2,84
2,61
2,102
2,63
2,59
2,54
2,153
2,121
2,159
2,133
2,162
2,160
2,160
2,152
2,147
2,156
2,157
2,112
2,138
2,179
2,91
2,166
2,166
3,108
3,109
3,102
3,104
3,100
3,95
3,136
3,99
3,105
3,100
3,88
3,85
3,100
3,121
3,101
3,106
3,91
3,99
3,97
3,112
3,112
3,123
3,98
3,91
3,96
3,83
3,89
3,94
3,96
3,90
3,89
3,85
3,103
3,92
3,90
3,105
3,85
3,113
3,85
3,92
3,90
3,90
3,87
3,90
3,87
3,90
3,89
3,93
3,92
3,99
3,116
3,100
3,99
3,96
3,88
3,85
3,88
3,111
3,89
3,89
3,103
3,97
3,90
3,109
3,77
3,100
3,92
3,107
3,91
3,99
3,107
3,88
3,96
3,54
3,73
3,91
3,54
3,87
3,95
3,90
3,88
3,108
3,90
3,62
3,95
3,34
3,91
3,90
3,63
3,89
3,32
3,32
3,110
3,90
3,56
3,112
3,93
3,89
3,95
3,8
3,94
3,119
3,26
3,85
3,102
3,117
3,85
3,75
3,93
3,76
3,116
3,102
3,101
3,76
3,120
3,87
3,92
3,108
3,97
3,52
3,28
3,91
3,90
3,8
3,100
3,87
3,92
3,38
3,98
3,93
3,90
3,39
3,84
3,35
3,42
3,35
3,58
3,94
3,99
3,101
3,35
3,94
3,97
3,130
3,97
3,45
3,86
3,90
3,17
3,96
3,142
3,89
3,62
3,34
3,23
3,67
3,31
3,94
3,102
3,76
3,40
3,27
3,73
3,88
3,132
3,13
3,27
3,103
3,93
3,75
3,95
3,60
3,130
3,94
3,26
3,88
3,93
3,86
3,61
3,99
3,133
3,121
3,94
3,89
3,135
3,97
3,128
3,139
3,91
3,114
3,122
3,12
3,127
3,108
3,26
3,108
3,135
3,40
3,93
3,134
3,99
3,123
3,94
3,99
3,100
3,107
3,19
3,145
3,73
3,98
3,106
3,93
3,107
3,16
3,7
3,144
3,72
3,15
3,19
3,152
3,16
3,127
3,104
3,133
3,86
3,127
3,9
3,135
3,39
3,115
3,63
3,16
3,111
3,17
3,104
3,16
3,160
3,13
3,121
3,88
3,18
3,161
3,161
3,164
3,160
3,70
3,164
3,92
3,127
3,28
3,122
3,162
3,44
3,112
3,138
3,141
3,161
3,162
3,137
3,142
3,139
3,135
3,164
3,106
3,146
3,157
3,155
3,158
3,146
3,153
3,147
3,134
3,157
3,152
3,155
3,153
3,153
3,150
3,147
3,146
3,154
3,148
3,151
3,147
3,152
3,153
3,148
3,153
3,151
3,153
3,150
3,155
3,160
3,145
3,158
3,161
3,161
3,170
3,162
3,164
3
